gene,cluster
NHSL3,0
NIBAN1,1
NIBAN2,0
NICN1,4
NICOL1,4
NID1,2
NID2,0
NIF3L1,5
NIFK,5
NIFK-AS1,3
NIM1K,4
NIN,0
NINJ1,4
NINJ2-AS1,4
NINL,4
NIP7,5
NIPA2,2
NIPAL1,5
NIPAL2,1
NIPBL-DT,5
NIPSNAP2,0
NIPSNAP3B,1
NISCH,5
NKAIN1,2
NKAP,0
NKAPP1,4
NKIRAS1,5
NKRF,5
NKX2-1,5
NKX2-2,4
NKX2-3,1
NKX2-4,1
NKX2-5,4
NKX2-8,4
NKX3-1,5
NKX3-2,5
NKX6-1,5
NLGN1,1
NLGN3,1
NLK,3
NLN,2
NLRC3,5
NLRX1,4
NMB,4
NMD3,5
NME1,5
NME2,3
NME3,4
NME4,0
NME5,1
NME6,5
NMI,4
NMNAT1,5
NMNAT3,4
NMRK1,5
NMT1,0
NMU,4
NNAT,5
NNT,2
NOA1,0
NOB1,1
NOC2L,0
NOC2LP2,2
NOC3L,4
NOC4L,0
NOCT,5
NOG,4
NOL10,0
NOL11,5
NOL12,5
NOL3,4
NOL4,4
NOL4L,4
NOL6,0
NOL7,0
NOL8,5
NOLC1,0
NOP10,5
NOP16,5
NOP2,4
NOP53,4
NOP56,5
NOP58,5
NOP9,0
NOPCHAP1,5
NORAD,5
NOS2,0
NOSIP,5
NOTCH1,2
NOTCH2,0
NOTCH2NLA,4
NOTCH2NLB,1
NOTCH3,2
NOVA2,4
NOX1,1
NOXA1,1
NOXO1,4
NPAS1,0
NPAT,5
NPB,1
NPC1,2
NPC2,2
NPDC1,5
NPEPPS,4
NPHP3,3
NPHP3-ACAD11,3
NPIPB11,3
NPIPB15,3
NPIPB3,4
NPIPB4,3
NPIPB5,3
NPL,5
NPLOC4,0
NPM1,5
NPM3,0
NPNT,1
NPPC,1
NPRL3,0
NPTN-IT1,3
NPTX1,2
NPTXR,0
NPY1R,3
NQO1,0
NQO2,2
NR0B1,5
NR1D1,5
NR1D2,0
NR1H3,4
NR1I3,4
NR2C1,5
NR2C2AP,5
NR2F1,4
NR2F1-AS1,4
NR2F2,5
NR2F6,0
NR3C1,0
NR3C2,1
NR4A1,1
NR4A2,5
NR4A3,5
NR5A2,3
NR6A1,5
NRARP,1
NRAS,0
NRAV,5
NRBF2,0
NRBP1,5
NRBP2,4
NRCAM,0
NRDC,0
NRDE2,5
NREP,1
NRF1,5
NRG2,4
NRG4,3
NRGN,2
NRIP2,5
NRL,1
NRP1,5
NRROS,5
NRSN2,0
NRSN2-AS1,4
NRTN,0
NRXN2,1
NRXN3,1
NSD1,4
NSD2,0
NSDHL,0
NSF,5
NSG1,4
NSMAF,0
NSMCE2,0
NSMCE4A,5
NSMF,0
NSRP1,5
NSUN2,0
NSUN3,3
NSUN4,5
NSUN5,0
NSUN5P1,1
NSUN5P2,4
NSUN6,5
NT5C,4
NT5C1A,4
NT5C3A,3
NT5C3B,4
NT5DC2,4
NT5DC3,5
NT5M,3
NTAQ1,5
NTHL1,0
NTMT1,5
NTMT2,4
NTN1,2
NTN4,4
NTPCR,5
NTRK2,4
NUAK1,0
NUAK2,4
NUBP1,5
NUBP2,0
NUCB1,0
NUCB2,3
NUCKS1,0
NUDCD1,5
NUDCD2,5
NUDT1,5
NUDT10,2
NUDT11,5
NUDT12,5
NUDT13,3
NUDT14,3
NUDT16L1,4
NUDT17,4
NUDT18,4
NUDT19,4
NUDT2,5
NUDT22,0
NUDT3,4
NUDT4,5
NUDT6,1
NUDT8,2
NUDT9,5
NUF2,5
NUFIP1,3
NUFIP2,5
NUMA1,0
NUMB,0
NUMBL,4
NUP153,5
NUP188,0
NUP205,0
NUP210,2
NUP214,0
NUP35,5
NUP37,5
NUP50,5
NUP50-DT,1
NUP54,5
NUP58,0
NUP62,5
NUP62CL,2
NUTM2A,3
NUTM2A-AS1,4
NUTM2B,3
NUTM2B-AS1,4
NUTM2D,1
NUTM2G,4
NXF1,4
NXN,0
NXPE3,0
NXPH2,1
NXPH4,4
NXT1,0
NYNRIN,0
OAF,0
OARD1,5
OAS3,2
OAZ1,4
OAZ3,4
OBI1,5
OBSCN,4
OBSL1,0
OCA2,0
OCEL1,4
OCLN,1
OCRL,4
ODAD3,4
ODAD4,4
ODC1,0
ODC1-DT,5
ODF2L,5
ODR4,5
OFD1,4
OGDH,0
OGDHL,4
OGFOD1,5
OGFOD2,5
OGFOD3,1
OGFRL1,0
OGFRP1,1
OGT,5
OIP5,0
OLFM1,1
OLFM2,2
OLFML2A,3
OLFML2B,2
OLIG2,5
OLMALINC,1
OMA1,5
ONECUT1,4
OPN3,1
OPTN,0
ORAI1,4
ORAI2,0
ORAI3,1
ORC2,5
ORC3,5
ORC5,5
ORC6,5
ORMDL1,5
ORMDL2,5
ORMDL3,5
OS9,4
OSBP,3
OSBPL1A,0
OSBPL5,4
OSBPL7,5
OSBPL8,0
OSCP1,4
OSER1,5
OSER1-DT,3
OSGEPL1,5
OSGIN2,5
OSMR,1
OSR1,5
OSR2,5
OST4,5
OSTC,3
OTOG,4
OTUD1,5
OTUD3,5
OTUD4,4
OTUD6B,5
OTUD6B-AS1,3
OTUD7B,5
OTX1,3
OTX2,5
OVCA2,3
OVGP1,5
OXLD1,5
OXNAD1,5
OXR1,5
OXSM,4
OXTR,4
P2RX4,4
P2RX5-TAX1BP3,4
P2RY1,5
P2RY11,1
P2RY2,4
P3H1,4
P3H4,2
P4HA2,4
PA2G4,0
PA2G4P4,0
PAAF1,2
PABIR1,5
PABIR2,0
PABIR3,1
PABPC1,4
PABPC1L,3
PABPC3,4
PABPC4,2
PABPC4L,4
PABPN1,4
PACC1,5
PACRGL,5
PACS1,0
PACS2,0
PACSIN1,4
PACSIN3,0
PADI2,3
PAFAH2,3
PAG1,1
PAGR1,5
PAK1IP1,5
PAK3,1
PAK4,0
PAK5,4
PALB2,5
PALD1,0
PALLD,0
PALM,0
PALM3,0
PALMD,1
PAM,0
PAN2,5
PANDAR,1
PANK1,5
PANK2,5
PANK3,5
PANTR1,1
PANX1,3
PANX2,2
PAOX,4
PAPLN,3
PAPOLA,4
PAPOLA-DT,5
PAPOLG,5
PAPSS1,0
PAPSS2,0
PAQR3,2
PAQR4,1
PAQR5,0
PAQR6,5
PAQR7,5
PAQR8,2
PAQR9,3
PARAIL,5
PARD3B,4
PARD6A,0
PARD6B,5
PARD6G,0
PARGP1,3
PARM1,5
PARP1,0
PARP16,5
PARP2,5
PARP3,1
PARP4,4
PARP6,5
PARP8,5
PARP9,1
PARS2,3
PARTICL,4
PARVB,4
PARVG,0
PASK,0
PATJ,4
PATZ1,4
PAX1,3
PAX2,0
PAX3,5
PAX6,3
PAX7,0
PAX9,1
PAXBP1,5
PAXBP1-AS1,1
PAXIP1,5
PAXIP1-AS2,4
PAXIP1-DT,0
PAXX,0
PBDC1,5
PBK,5
PBLD,5
PBRM1,0
PBX2,4
PBX4,1
PBXIP1,3
PC,0
PCBD1,4
PCBD2,5
PCBP1,5
PCBP1-AS1,4
PCBP2,2
PCBP3,4
PCBP4,0
PCDH1,1
PCDH10-DT,4
PCDH17,0
PCDH18,5
PCDH19,0
PCDH20,1
PCDHGA11,0
PCDHGC3,2
PCDHGC4,1
PCED1A,4
PCF11,5
PCGF1,5
PCGF3,0
PCGF3-AS1,3
PCGF6,1
PCK2,4
PCLO,5
PCM1,0
PCMTD1,5
PCMTD2,0
PCNA,5
PCNT,0
PCNX1,0
PCOLCE,4
PCOLCE2,0
PCSK1N,0
PCSK4,3
PCSK6,2
PCTP,3
PCYOX1,4
PCYOX1L,2
PCYT1A,0
PCYT1B,4
PCYT2,0
PDAP1,2
PDCD10,5
PDCD2L,0
PDCD4-AS1,1
PDCD5,5
PDCD6IPP2,4
PDCD7,5
PDCL,1
PDCL3,5
PDE11A,0
PDE12,5
PDE1A,2
PDE1B,0
PDE3A,1
PDE4A,0
PDE4D,4
PDE4DIPP2,3
PDE4DIPP6,3
PDE7A,5
PDE8A,4
PDE9A,1
PDF,4
PDGFA,3
PDGFC,1
PDGFD,4
PDGFRA,4
PDGFRL,0
PDIA2,4
PDIA3,3
PDIA3P1,4
PDIA4,3
PDIA5,5
PDIK1L,4
PDK1,1
PDK2,2
PDK3,0
PDK4,1
PDLIM2,1
PDLIM4,4
PDP1,5
PDP2,5
PDPK1,0
PDPN,5
PDPR,4
PDPR2P,4
PDRG1,1
PDS5A,0
PDX1,4
PDXDC1,0
PDXDC2P-NPIPB14P,3
PDXK,0
PDXP,4
PDZD2,4
PDZD4,4
PDZD7,1
PDZD8,0
PDZRN3,4
PEA15,5
PEAK1,0
PECR,4
PEF1,0
PEG10,4
PELI3,0
PELO,5
PELP1,0
PEMT,4
PEPD,2
PER1,0
PER2,4
PER3,0
PERP,0
PES1,4
PET100,1
PET117,4
PEX10,4
PEX11A,5
PEX11B,3
PEX11G,0
PEX12,5
PEX13,5
PEX14,4
PEX16,0
PEX19,0
PEX26,0
PEX3,5
PEX6,0
PEX7,5
PFAS,0
PFDN2,4
PFDN4,5
PFDN5,0
PFKFB2,4
PFKFB4,0
PFKL,0
PFKM,4
PFKP,2
PFN1,0
PFN1P2,3
PGAM2,3
PGAM4,4
PGAP2,4
PGAP3,1
PGAP6,2
PGBD1,1
PGBD2,5
PGBD4,3
PGF,0
PGGHG,3
PGGT1B,5
PGLS,4
PGM1,0
PGM3,3
PGM5,1
PGP,0
PGPEP1,0
PGRMC2,5
PGS1,4
PHACTR1,3
PHACTR2,0
PHACTR3,1
PHAF1,5
PHAX,5
PHB1,0
PHB2,4
PHC1,0
PHC2,0
PHC3,5
PHETA1,4
PHF11,3
PHF12,4
PHF19,1
PHF21B,1
PHF23,5
PHF3,0
PHF5A,5
PHF7,1
PHF8,0
PHGDH,2
PHKA1,4
PHKA2,4
PHKB,0
PHKG2,5
PHLDA1,4
PHLDA3,1
PHLDB2,0
PHLDB3,4
PHLPP2,5
PHOSPHO1,3
PHOSPHO2,3
PHTF2,5
PHYH,5
PHYKPL,3
PI15,4
PI4K2A,5
PI4K2B,0
PI4KA,0
PI4KAP1,3
PI4KAP2,5
PIANP,4
PIAS1,5
PIAS2,0
PIAS4,4
PIBF1,5
PIDD1,5
PIERCE1,3
PIERCE2,4
PIEZO2,0
PIF1,4
PIGA,5
PIGG,2
PIGL,3
PIGN,1
PIGP,5
PIGQ,2
PIGS,0
PIGT,2
PIGV,3
PIGZ,4
PIH1D2,1
PIK3AP1,2
PIK3C2A,0
PIK3C2B,0
PIK3CA,3
PIK3CD,2
PIK3CD-AS2,1
PIK3IP1,4
PIK3R2,2
PIK3R3,5
PIM1,5
PIM2,5
PIM3,5
PIMREG,0
PIN1,0
PIN4,5
PIN4P1,1
PINK1,0
PINK1-AS,4
PINX1,5
PIP4K2A,5
PIP4K2C,0
PIP4P1,4
PIP5K1A,4
PIP5K1B,1
PIP5K1C,0
PIR,1
PITHD1,5
PITPNA-AS1,5
PITPNB,5
PITPNM3,4
PITRM1,0
PITX1,0
PITX1-AS1,1
PITX2,5
PITX3,4
PJA2,3
PJVK,1
PKD1,4
PKDREJ,3
PKIB,1
PKIG,4
PKM,2
PKMYT1,0
PKN1,0
PKNOX1,4
PKP2,2
PKP4,0
PLA2G15,1
PLA2G6,3
PLA2G7,3
PLAA,5
PLAAT1,4
PLAAT3,0
PLAC1,1
PLAC8L1,5
PLAG1,5
PLAGL1,0
PLAT,4
PLAUR,5
PLBD2,0
PLCB1,0
PLCB2,0
PLCB3,0
PLCB4,1
PLCD1,4
PLCD3,0
PLCG1,0
PLCH1,4
PLCXD2,4
PLD2,1
PLD3,2
PLD6,5
PLEC,0
PLEKHA1,5
PLEKHA2,0
PLEKHA3,5
PLEKHA4,1
PLEKHA5,1
PLEKHA6,1
PLEKHA7,4
PLEKHB1,1
PLEKHF1,3
PLEKHF2,5
PLEKHG1,3
PLEKHG4,4
PLEKHG5,4
PLEKHH1,0
PLEKHH2,4
PLEKHH3,4
PLEKHJ1,0
PLEKHM1P1,3
PLEKHM2,4
PLEKHM3,5
PLEKHO2,5
PLGRKT,1
PLIN2,1
PLIN4,4
PLK2,1
PLK3,5
PLK4,5
PLLP,1
PLOD1,0
PLOD2,4
PLOD3,2
PLP2,2
PLPP3,1
PLPP4,4
PLPP5,3
PLPP7,1
PLPPR2,2
PLPPR3,2
PLPPR4,4
PLRG1,5
PLS3,0
PLSCR1,5
PLSCR4,5
PLTP,0
PLXNA1,2
PLXNA2,0
PLXNA3,4
PLXNB2,0
PLXNC1,3
PLXND1,0
PM20D1-AS1,1
PM20D2,4
PMAIP1,5
PMEL,1
PMEPA1,4
PMF1,2
PMFBP1,3
PML,0
PMM1,4
PMM2,5
PMS1,5
PMS2CL,5
PMS2P3,3
PMS2P4,2
PNISR,5
PNISR-AS1,3
PNKD,1
PNKP,5
PNMA1,0
PNMA3,5
PNMA8A,4
PNN,5
PNO1,4
PNP,5
PNPLA2,0
PNPLA6,0
PNPLA7,3
PNPO,4
PNPT1,2
PNRC1,5
PNRC2,5
POC1A,0
POC5,4
PODXL,0
PODXL2,4
POFUT1,0
POGK,5
POGLUT1,5
POGLUT2,2
POGZ,5
POLA1,0
POLA2,2
POLB,5
POLD1,0
POLD2,0
POLD3,4
POLD4,4
POLDIP2,0
POLDIP3,0
POLE,0
POLE2,5
POLE3,5
POLG,0
POLG2,3
POLI,3
POLK,5
POLR1A,0
POLR1B,5
POLR1C,5
POLR1E,5
POLR1F,5
POLR1G,0
POLR2A,4
POLR2B,0
POLR2D,5
POLR2E,4
POLR2F,5
POLR2G,5
POLR2I,5
POLR2J,5
POLR2J3,4
POLR2J4,1
POLR2K,5
POLR2L,0
POLR2M,4
POLR3B,0
POLR3C,5
POLR3D,4
POLR3F,5
POLR3H,0
POLR3K,0
POLRMT,0
POMK,5
POMP,5
POMT1,0
PON2,5
POP1,4
POP4,5
POP5,5
POP7,5
POPDC3,3
POR,4
PORCN,4
POT1,5
POTEE,1
POTEJ,4
POU2F1,4
POU3F1,1
POU3F2,5
POU3F3,3
POU6F1,0
PPAN,5
PPARG,0
PPARGC1A,4
PPARGC1B,5
PPAT,4
PPCDC,4
PPCS,5
PPDPF,4
PPFIA1,0
PPFIA2,3
PPFIA3,5
PPFIA4,4
PPFIBP2,1
PPHLN1,5
PPID,5
PPIE,5
PPIEL,3
PPIF,5
PPIG,5
PPIL1,5
PPIL2,0
PPIL3,5
PPIL4,5
PPIL6,4
PPM1B,5
PPM1D,5
PPM1F,0
PPM1G,0
PPM1H,0
PPM1J,0
PPM1K,0
PPM1M,4
PPM1N,4
PPME1,0
PPP1R12B,4
PPP1R12C,4
PPP1R13L,0
PPP1R14A,4
PPP1R14B,5
PPP1R14C,0
PPP1R15A,5
PPP1R15B,5
PPP1R16A,4
PPP1R16B,3
PPP1R1A,4
PPP1R2,0
PPP1R21,4
PPP1R26-AS1,4
PPP1R2B,1
PPP1R35,1
PPP1R3B,5
PPP1R3D,5
PPP1R3E,5
PPP1R7,2
PPP1R8,5
PPP2CB,5
PPP2R1A,2
PPP2R2A,5
PPP2R2C,0
PPP2R5A,0
PPP2R5B,3
PPP3CC,0
PPP3R1,0
PPP4C,5
PPP4R1L,4
PPP4R2,5
PPP4R3B,5
PPP5D1P,4
PPP6R2,0
PPRC1,4
PPT1,2
PPTC7,5
PPWD1,5
PRADC1,4
PRAF2,1
PRCP,4
PRDM10,4
PRDM11,4
PRDM13,5
PRDM15,5
PRDM16,0
PRDM16-DT,4
PRDM2,5
PRDM5,3
PRDM6,3
PRDM8,3
PRDX2,5
PRDX4,0
PRDX5,2
PREB,3
PRELID1,0
PRELID2,1
PRELID3A,4
PREX1,0
PREX2,0
PRICKLE1,0
PRICKLE2,3
PRICKLE3,4
PRICKLE4,5
PRIM1,5
PRIMPOL,3
PRKAA1,5
PRKAB1,5
PRKAB2,5
PRKACA,4
PRKACB,5
PRKAG2-AS1,5
PRKAR1B,0
PRKAR2A,0
PRKAR2A-AS1,4
PRKAR2B,0
PRKCA,0
PRKCB,0
PRKCD,2
PRKCH,4
PRKCQ,1
PRKCQ-AS1,5
PRKCSH,2
PRKCZ-AS1,3
PRKD1,2
PRKDC,0
PRKG1,4
PRKG2,0
PRKRA,5
PRKRIP1,3
PRKX,0
PRKXP1,5
PRMT1,0
PRMT2,0
PRMT5,5
PRMT9,5
PRNCR1,1
PROB1,1
PROCA1,4
PROCR,4
PROK2,3
PRORSD1P,1
PROS1,2
PROSER1,0
PROX1,3
PROX2,0
PRPF3,5
PRPF31,5
PRPF39,4
PRPF4,5
PRPF40B,0
PRPS1,2
PRPSAP2,5
PRR11,4
PRR12,4
PRR13,4
PRR14L,4
PRR15,4
PRR16,4
PRR19,1
PRR22,1
PRR36,3
PRR5,4
PRR5L,4
PRR7,4
PRRC1,3
PRRC2A,0
PRRC2B,0
PRRC2C,0
PRRG4,5
PRRT2,4
PRRT3,1
PRRT4,1
PRRX1,1
PRSS12,2
PRSS16,3
PRSS23,0
PRSS27,5
PRSS30P,3
PRSS35,1
PRSS53,1
PRTFDC1,4
PRUNE1,5
PRUNE2,0
PRX,3
PRXL2A,4
PRXL2C,3
PSAP,0
PSAT1,0
PSD4,3
PSENEN,5
PSKH1,0
PSMA2,5
PSMA3,0
PSMA3-AS1,3
PSMA5,5
PSMA7,4
PSMB1,5
PSMB10,4
PSMB4,5
PSMB6,5
PSMC3IP,5
PSMC6,5
PSMD12,5
PSMD2,0
PSMD3,0
PSMD4,0
PSMD5,5
PSMD6-AS2,3
PSMD9,5
PSME1,4
PSME2,1
PSME4,0
PSMG2,5
PSMG3,5
PSMG3-AS1,3
PSMG4,5
PSPH,4
PSTK,1
PTAFR,4
PTAR1,5
PTBP2,5
PTCD2,4
PTCD3,2
PTCH1,4
PTCH2,3
PTCHD1,1
PTDSS1,4
PTGER2,4
PTGER4P2-CDK2AP2P2,3
PTGES,3
PTGES2,2
PTGES3,4
PTGFRN,0
PTGIS,4
PTGS2,5
PTK2B,1
PTK7,2
PTMA,5
PTMAP12,3
PTMAP9,5
PTMS,4
PTN,5
PTOV1,4
PTOV1-AS2,5
PTP4A1,5
PTP4A2,2
PTPDC1,0
PTPN1,0
PTPN11,4
PTPN13,0
PTPN14,4
PTPN18,2
PTPN2,5
PTPN21,4
PTPN23,0
PTPN6,4
PTPRF,2
PTPRG,0
PTPRJ,5
PTPRS,0
PTPRU,2
PTPRZ1,2
PTRH1,4
PTRH2,5
PTS,0
PTTG1,5
PTTG1IP,2
PTX3,1
PUF60,2
PUM3,5
PURB,5
PURG,1
PURPL,4
PUS10,3
PUS3,5
PUS7L,5
PUSL1,4
PVR,5
PVRIG,3
PVT1,5
PWWP2A,5
PWWP2B,1
PWWP3B,4
PXDC1,3
PXDN,2
PXK,5
PXMP2,4
PXMP4,1
PXN,0
PXN-AS1,1
PXYLP1,5
PYCR1,0
PYCR2,5
PYGB,0
PYGO1,5
PYGO2,5
PYM1,5
PYROXD2,4
QKI,0
QNG1,5
QPCT,5
QPRT,4
QRFPR,1
QRICH2,4
QRSL1,5
QSER1,0
QSOX1,0
QTRT1,5
QTRT2,5
R3HCC1L,2
R3HDM1,0
R3HDM2,0
R3HDM4,4
RAB11B-AS1,1
RAB11FIP2,4
RAB11FIP4,0
RAB11FIP5,4
RAB12,5
RAB15,0
RAB18,5
RAB1A,5
RAB1B,0
RAB20,5
RAB22A,5
RAB23,5
RAB24,5
RAB26,3
RAB27B,4
RAB28,5
RAB29,5
RAB2B,5
RAB30,3
RAB30-DT,5
RAB31,0
RAB33B,3
RAB34,0
RAB36,4
RAB38,5
RAB39A,0
RAB39B,3
RAB3A,1
RAB3B,1
RAB3C,5
RAB3IL1,0
RAB40A,5
RAB40B,1
RAB40C,4
RAB43,4
RAB5A,5
RAB6C,3
RAB6D,1
RAB8B,5
RAB9A,5
RAB9B,4
RABAC1,5
RABEP1,0
RABEP2,0
RABGAP1,5
RABGEF1,5
RABGGTB,4
RABIF,3
RABL2A,1
RABL6,0
RAC3,0
RACGAP1,0
RAD1,5
RAD17,1
RAD18,5
RAD51,5
RAD51AP1,5
RAD51B,5
RAD51C,5
RAD52,5
RAD54B,5
RAD54L,0
RAD54L2,4
RADIL,0
RAE1,5
RAET1G,1
RAET1K,1
RAG1,5
RAI14,0
RALB,4
RALBP1,0
RALGAPA1P1,4
RALGAPA2,0
RALGAPB,0
RALGPS1,1
RALY,0
RALY-AS1,5
RAMAC,5
RAMP1,1
RAMP2,4
RAMP2-AS1,1
RAN,0
RANBP1,5
RANBP10,4
RANBP2,0
RANBP6,5
RANBP9,0
RANGAP1,0
RANGRF,5
RAP1GAP,4
RAP1GAP2,4
RAP1GDS1,0
RAP2A,0
RAP2B,5
RAP2C-AS1,3
RAPGEF1,0
RAPGEF4,1
RAPGEF5,4
RAPGEF6,5
RAPGEFL1,5
RAPH1,5
RARA,4
RARB,5
RARG,0
RASA2,5
RASA3,0
RASAL1,1
RASAL2-AS1,3
RASD2,3
RASEF,3
RASGEF1B,5
RASGEF1C,0
RASGRP2,5
RASIP1,4
RASL10B,0
RASL11A,5
RASL11B,5
RASSF1,5
RASSF2,1
RASSF3,4
RASSF4,3
RASSF5,4
RASSF7,4
RASSF8,0
RASSF9,1
RAVER1,0
RB1CC1,0
RBAK,5
RBBP4,5
RBBP5,5
RBBP6,0
RBBP9,1
RBFA,0
RBFOX2,4
RBFOX3,3
RBIS,4
RBKS,3
RBL1,5
RBL2,4
RBM10,0
RBM11,5
RBM12B,5
RBM12B-AS1,4
RBM14,0
RBM15,5
RBM15-AS1,5
RBM17,5
RBM18,5
RBM22,5
RBM24,1
RBM26,5
RBM26-AS1,5
RBM28,4
RBM33,4
RBM33-DT,3
RBM34,5
RBM38,4
RBM39,5
RBM4,5
RBM41,4
RBM42,0
RBM43,5
RBM45,0
RBM48,5
RBM4B,3
RBM5,5
RBM5-AS1,5
RBM6,5
RBM7,5
RBM8A,5
RBMS1,0
RBMS2,4
RBMS3,1
RBMX2,5
RBP1,1
RBP7,5
RBPMS,4
RBPMS2,0
RBX1,5
RC3H1,4
RC3H2,4
RCAN1,0
RCAN2,0
RCAN3,2
RCBTB1,0
RCBTB2,4
RCCD1,4
RCE1,5
RCHY1,5
RCL1,0
RCN2,2
RCN3,1
RCOR1,5
RCOR2,1
RCOR3,5
RDH11,2
RDH14,5
RDX,0
REC8,4
RECK,4
RECQL,0
RECQL4,5
RECQL5,3
REEP1,4
REEP2,2
REEP6,0
REL,3
RELB,4
RELL1,5
RELL2,4
RELT,5
RENBP,0
REPIN1,2
REPS2,1
RERG,0
REST,5
RET,1
RETREG1,2
RETREG2,2
RETREG3,2
RETSAT,0
REX1BD,0
REXO1,0
REXO4,4
RFC2,5
RFC4,5
RFESD,5
RFFL,5
RFLNB,2
RFTN1,3
RFTN2,3
RFX1,1
RFX2,2
RFX3,5
RFX6,3
RFX7,5
RFXANK,2
RFXAP,1
RGCC,4
RGL1,2
RGMA,4
RGMB,4
RGPD3,1
RGPD4,5
RGPD8,3
RGS12,5
RGS14,0
RGS16,4
RGS19,4
RGS2,5
RGS3,4
RGS4,5
RGS5,4
RGS7,1
RGS9BP,5
RHBDD2,2
RHBDD3,5
RHBDF2,0
RHBDL1,4
RHBDL3,0
RHEB,0
RHNO1,5
RHOB,5
RHOBTB1,3
RHOBTB2,0
RHOBTB3,0
RHOC,1
RHOF,4
RHOG,5
RHOQ,0
RHOT2,4
RHOU,4
RHOV,5
RHPN1,4
RHPN1-AS1,1
RHPN2,5
RIBC2,1
RIC8B,3
RICTOR,5
RIDA,0
RIF1,4
RIGI,4
RILPL2,0
RIMBP3,1
RIMKLA,1
RIMKLB,5
RIMOC1,0
RIMS2,1
RIMS3,0
RIMS4,0
RIN2,4
RIN3,0
RIOK1,5
RIOK2,5
RIOX1,0
RIPK1,1
RIPK2,0
RIPPLY3,1
RIT1,5
RITA1,0
RLF,5
RLIG1,5
RLIM,5
RLN2,5
RMDN2,1
RMI1,5
RMI2,0
RMND1,5
RMRP,0
RN7SK,1
RN7SL1,1
RN7SL2,1
RNASE4,3
RNASEH2B,0
RNASEL,3
RNASET2,0
RND1,1
RND2,4
RND3,5
RNF103,5
RNF11,5
RNF111,5
RNF113A,5
RNF121,5
RNF122,5
RNF123,3
RNF125,4
RNF126,5
RNF128,5
RNF130,2
RNF135,5
RNF138,5
RNF138P1,5
RNF139,5
RNF139-DT,1
RNF14,5
RNF141,5
RNF144A,2
RNF144B,4
RNF146,5
RNF149,5
RNF152,3
RNF157,0
RNF167,2
RNF168,5
RNF169,5
RNF17,3
RNF170,4
RNF181,5
RNF182,4
RNF185,5
RNF187,2
RNF19A,1
RNF19B,5
RNF207,1
RNF208,1
RNF213,0
RNF214,5
RNF215,5
RNF216,4
RNF216P1,5
RNF227,5
RNF24,5
RNF25,5
RNF26,2
RNF31,4
RNF32,0
RNF34,5
RNF4,5
RNF40,0
RNF43,4
RNF44,5
RNF5P1,4
RNF6,5
RNF7,5
RNF8,0
RNFT1-DT,4
RNGTT,1
RNMT,4
RNPC3,5
RNPEP,4
RNPEPL1,0
RNPS1,4
RO60,0
ROBO3,4
ROCK1P1,4
ROGDI,4
ROMO1,1
ROR2,1
RORA,5
RORB,4
RP9,5
RP9P,5
RPA2,5
RPAIN,5
RPAP1,0
RPAP2,5
RPAP3,5
RPF1,5
RPF2,5
RPH3AL,1
RPL10,0
RPL10A,4
RPL13,4
RPL13AP20,5
RPL13AP6,1
RPL17,3
RPL18A,2
RPL19P12,1
RPL21,5
RPL21P28,4
RPL22L1,4
RPL23A,5
RPL23AP53,1
RPL23AP7,4
RPL23AP82,0
RPL23P8,1
RPL24,5
RPL26,5
RPL26L1,5
RPL28,4
RPL29,4
RPL3,4
RPL32P3,3
RPL34,4
RPL35,5
RPL36,4
RPL36A,5
RPL36AL,5
RPL37,4
RPL37A,5
RPL39,5
RPL39L,5
RPL4,4
RPL41,1
RPL5,0
RPL9,5
RPLP0,4
RPLP1,4
RPLP2,0
RPN1,0
RPN2,0
RPP14,5
RPP25,0
RPP25L,5
RPP30,5
RPP38,5
RPP40,5
RPRD1A,0
RPRD1B,5
RPRD2,5
RPRM,5
RPRML,1
RPS14P3,4
RPS15,5
RPS16,5
RPS19,0
RPS19BP1,0
RPS2,0
RPS20,4
RPS21,4
RPS25,4
RPS27,0
RPS28,4
RPS29,4
RPS6,4
RPS6KA2,0
RPS6KA3,0
RPS6KA4,4
RPS6KA5,5
RPS6KA6,4
RPS6KB2,4
RPS6KC1,4
RPS6KL1,5
RPS9,3
RPSA,0
RPSA2,0
RPSAP9,1
RPTOR,0
RPUSD1,0
RPUSD2,5
RPUSD4,4
RRAGC,5
RRAS,1
RRAS2,1
RRBP1,3
RREB1,0
RRN3P1,3
RRN3P3,4
RRP1,0
RRP12,0
RRP15,5
RRP36,5
RRP7BP,5
RRP8,5
RRP9,4
RRS1,5
RSAD1,4
RSBN1,5
RSBN1L,5
RSC1A1,1
RSKR,3
RSL1D1,5
RSPH3,4
RSPH4A,5
RSRC2,5
RSRP1,3
RTEL1,1
RTKN,0
RTL10,5
RTL5,5
RTL8B,0
RTL8C,0
RTN1,0
RTN2,2
RTN4,0
RTN4IP1,4
RTN4R,0
RTN4RL1,0
RTN4RL2,0
RUBCNL,1
RUFY2,5
RUNDC1,5
RUNX1,1
RUNX1T1,4
RUNX2,5
RUNX3,1
RUSC1,4
RUSC2,0
RUVBL1,2
RWDD2A,3
RWDD3,5
RXRA,0
RXRG,1
RXYLT1,5
RYBP,4
RYK,0
RYR2,4
RYR3,5
S100A1,1
S100A10,2
S100A4,1
S100PBP,5
S1PR1,4
S1PR2,5
S1PR5,5
SAC3D1,0
SALL4,3
SAMD1,0
SAMD10,0
SAMD11,4
SAMD12,3
SAMD13,3
